"subject" "activity" "average" "variable"
28 "WALKING" -0.299223359444444 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
28 "WALKING" -0.390449724259259 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
28 "WALKING" 0.942930275555556 "Time_Gravity_Accelerometer___X_Mean"
28 "WALKING" -0.229316151481481 "Time_Gravity_Accelerometer___Y_Mean"
28 "WALKING" -0.125912861222222 "Time_Gravity_Accelerometer___Z_Mean"
28 "WALKING" -0.976693902592593 "Time_Gravity_Accelerometer___X_SD"
28 "WALKING" -0.968780859814815 "Time_Gravity_Accelerometer___Y_SD"
28 "WALKING" -0.944225031851852 "Time_Gravity_Accelerometer___Z_SD"
28 "WALKING" -0.1806660203 "Time_Gravity_Accelerometer__Magnitude__Mean"
28 "WALKING" -0.39269402 "Time_Gravity_Accelerometer__Magnitude__SD"
28 "WALKING" -0.374681071666667 "Freq__Gyroscope___X_Mean"
28 "WALKING" -0.50468173962963 "Freq__Gyroscope___Y_Mean"
28 "WALKING" -0.255029045018519 "Freq__Gyroscope___Z_Mean"
28 "WALKING" -0.545480217777778 "Freq__Gyroscope___X_SD"
28 "WALKING" -0.497470739444444 "Freq__Gyroscope___Y_SD"
28 "WALKING" -0.308243390425926 "Freq__Gyroscope___Z_SD"
28 "WALKING" -0.514602424814815 "Freq__Gyroscope__Magnitude__Mean"
28 "WALKING" -0.516811574074074 "Freq__Gyroscope__Magnitude__SD"
28 "WALKING" -0.595965103703704 "Freq__Gyroscope_Jerk_Magnitude__Mean"
28 "WALKING" -0.589071730555556 "Freq__Gyroscope_Jerk_Magnitude__SD"
28 "WALKING" -0.280062182962963 "Freq_Body_Accelerometer___X_Mean"
28 "WALKING" -0.127912276044444 "Freq_Body_Accelerometer___Y_Mean"
28 "WALKING" -0.356337638518518 "Freq_Body_Accelerometer___Z_Mean"
28 "WALKING" -0.298832423148148 "Freq_Body_Accelerometer___X_SD"
28 "WALKING" -0.168789019540741 "Freq_Body_Accelerometer___Y_SD"
28 "WALKING" -0.326046195925926 "Freq_Body_Accelerometer___Z_SD"
28 "WALKING" -0.352156841666667 "Freq_Body_Accelerometer__Magnitude__Mean"
28 "WALKING" -0.511573670555555 "Freq_Body_Accelerometer__Magnitude__SD"
28 "WALKING" -0.36260198037037 "Freq_Body_Accelerometer_Jerk__X_Mean"
28 "WALKING" -0.294548344814815 "Freq_Body_Accelerometer_Jerk__Y_Mean"
28 "WALKING" -0.498754491111111 "Freq_Body_Accelerometer_Jerk__Z_Mean"
28 "WALKING" -0.367116416481481 "Freq_Body_Accelerometer_Jerk__X_SD"
28 "WALKING" -0.191757503603704 "Freq_Body_Accelerometer_Jerk__Y_SD"
28 "WALKING" -0.574579748518518 "Freq_Body_Accelerometer_Jerk__Z_SD"
28 "WALKING" -0.360811456296296 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
28 "WALKING" -0.436273009814815 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
28 "WALKING_DOWNSTAIRS" -0.141096309502174 "Time__Gyroscope___X_Mean"
28 "WALKING_DOWNSTAIRS" 0.00710564286763044 "Time__Gyroscope___Y_Mean"
28 "WALKING_DOWNSTAIRS" 0.138622425584783 "Time__Gyroscope___Z_Mean"
28 "WALKING_DOWNSTAIRS" -0.268106330991304 "Time__Gyroscope___X_SD"
28 "WALKING_DOWNSTAIRS" -0.259368686847826 "Time__Gyroscope___Y_SD"
28 "WALKING_DOWNSTAIRS" -0.307025006304348 "Time__Gyroscope___Z_SD"
28 "WALKING_DOWNSTAIRS" -0.068246324026087 "Time__Gyroscope__Magnitude__Mean"
28 "WALKING_DOWNSTAIRS" -0.22448414468913 "Time__Gyroscope__Magnitude__SD"
28 "WALKING_DOWNSTAIRS" -0.0266492977565217 "Time__Gyroscope_Jerk__X_Mean"
28 "WALKING_DOWNSTAIRS" -0.0570410865136957 "Time__Gyroscope_Jerk__Y_Mean"
28 "WALKING_DOWNSTAIRS" -0.077617393146087 "Time__Gyroscope_Jerk__Z_Mean"
28 "WALKING_DOWNSTAIRS" -0.16394489726087 "Time__Gyroscope_Jerk__X_SD"
28 "WALKING_DOWNSTAIRS" -0.424567878478261 "Time__Gyroscope_Jerk__Y_SD"
28 "WALKING_DOWNSTAIRS" -0.336212734130435 "Time__Gyroscope_Jerk__Z_SD"
28 "WALKING_DOWNSTAIRS" -0.340417305565217 "Time__Gyroscope_Jerk_Magnitude__Mean"
28 "WALKING_DOWNSTAIRS" -0.407132335434783 "Time__Gyroscope_Jerk_Magnitude__SD"
28 "WALKING_DOWNSTAIRS" 0.293642076521739 "Time_Body_Accelerometer___X_Mean"
28 "WALKING_DOWNSTAIRS" -0.0220230465913043 "Time_Body_Accelerometer___Y_Mean"
28 "WALKING_DOWNSTAIRS" -0.10858897408913 "Time_Body_Accelerometer___Z_Mean"
28 "WALKING_DOWNSTAIRS" 0.125712887943478 "Time_Body_Accelerometer___X_SD"
28 "WALKING_DOWNSTAIRS" 0.156496646504348 "Time_Body_Accelerometer___Y_SD"
28 "WALKING_DOWNSTAIRS" -0.341031811521739 "Time_Body_Accelerometer___Z_SD"
28 "WALKING_DOWNSTAIRS" 0.104359216580435 "Time_Body_Accelerometer__Magnitude__Mean"
28 "WALKING_DOWNSTAIRS" 0.135465563932609 "Time_Body_Accelerometer__Magnitude__SD"
28 "WALKING_DOWNSTAIRS" 0.0972653457891304 "Time_Body_Accelerometer_Jerk__X_Mean"
28 "WALKING_DOWNSTAIRS" 0.0143450903413043 "Time_Body_Accelerometer_Jerk__Y_Mean"
28 "WALKING_DOWNSTAIRS" 0.00123950141304348 "Time_Body_Accelerometer_Jerk__Z_Mean"
28 "WALKING_DOWNSTAIRS" -0.0167652227782609 "Time_Body_Accelerometer_Jerk__X_SD"
28 "WALKING_DOWNSTAIRS" 0.0265530133695652 "Time_Body_Accelerometer_Jerk__Y_SD"
28 "WALKING_DOWNSTAIRS" -0.427053261304348 "Time_Body_Accelerometer_Jerk__Z_SD"
28 "WALKING_DOWNSTAIRS" -0.0707560279130435 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
28 "WALKING_DOWNSTAIRS" -0.0418872609934783 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
28 "WALKING_DOWNSTAIRS" 0.929291680434783 "Time_Gravity_Accelerometer___X_Mean"
28 "WALKING_DOWNSTAIRS" -0.235897105217391 "Time_Gravity_Accelerometer___Y_Mean"
28 "WALKING_DOWNSTAIRS" -0.121477255782609 "Time_Gravity_Accelerometer___Z_Mean"
28 "WALKING_DOWNSTAIRS" -0.956921542391304 "Time_Gravity_Accelerometer___X_SD"
28 "WALKING_DOWNSTAIRS" -0.948404212173913 "Time_Gravity_Accelerometer___Y_SD"
28 "WALKING_DOWNSTAIRS" -0.91705975 "Time_Gravity_Accelerometer___Z_SD"
28 "WALKING_DOWNSTAIRS" 0.104359216580435 "Time_Gravity_Accelerometer__Magnitude__Mean"
28 "WALKING_DOWNSTAIRS" 0.135465563932609 "Time_Gravity_Accelerometer__Magnitude__SD"
28 "WALKING_DOWNSTAIRS" -0.0299969963043478 "Freq__Gyroscope___X_Mean"
28 "WALKING_DOWNSTAIRS" -0.217100157608696 "Freq__Gyroscope___Y_Mean"
28 "WALKING_DOWNSTAIRS" -0.184392337071739 "Freq__Gyroscope___Z_Mean"
28 "WALKING_DOWNSTAIRS" -0.345453346086956 "Freq__Gyroscope___X_SD"
28 "WALKING_DOWNSTAIRS" -0.293108364565217 "Freq__Gyroscope___Y_SD"
28 "WALKING_DOWNSTAIRS" -0.416505886304348 "Freq__Gyroscope___Z_SD"
28 "WALKING_DOWNSTAIRS" -0.223354793921739 "Freq__Gyroscope__Magnitude__Mean"
28 "WALKING_DOWNSTAIRS" -0.362903836717391 "Freq__Gyroscope__Magnitude__SD"
28 "WALKING_DOWNSTAIRS" -0.396720714347826 "Freq__Gyroscope_Jerk_Magnitude__Mean"
28 "WALKING_DOWNSTAIRS" -0.464722244347826 "Freq__Gyroscope_Jerk_Magnitude__SD"
28 "WALKING_DOWNSTAIRS" 0.0890721752173913 "Freq_Body_Accelerometer___X_Mean"
28 "WALKING_DOWNSTAIRS" 0.186441733869565 "Freq_Body_Accelerometer___Y_Mean"
28 "WALKING_DOWNSTAIRS" -0.308161634195652 "Freq_Body_Accelerometer___Z_Mean"
28 "WALKING_DOWNSTAIRS" 0.137797082826087 "Freq_Body_Accelerometer___X_SD"
28 "WALKING_DOWNSTAIRS" 0.065301199843913 "Freq_Body_Accelerometer___Y_SD"
28 "WALKING_DOWNSTAIRS" -0.416940283043478 "Freq_Body_Accelerometer___Z_SD"
28 "WALKING_DOWNSTAIRS" 0.188840007695652 "Freq_Body_Accelerometer__Magnitude__Mean"
28 "WALKING_DOWNSTAIRS" -0.074058597676087 "Freq_Body_Accelerometer__Magnitude__SD"
28 "WALKING_DOWNSTAIRS" -0.0268676982326087 "Freq_Body_Accelerometer_Jerk__X_Mean"
28 "WALKING_DOWNSTAIRS" -0.0127039720456522 "Freq_Body_Accelerometer_Jerk__Y_Mean"
28 "WALKING_DOWNSTAIRS" -0.365287434717391 "Freq_Body_Accelerometer_Jerk__Z_Mean"
28 "WALKING_DOWNSTAIRS" -0.0980112293695652 "Freq_Body_Accelerometer_Jerk__X_SD"
28 "WALKING_DOWNSTAIRS" -0.00175391954565217 "Freq_Body_Accelerometer_Jerk__Y_SD"
28 "WALKING_DOWNSTAIRS" -0.48848835173913 "Freq_Body_Accelerometer_Jerk__Z_SD"
28 "WALKING_DOWNSTAIRS" -0.0128823827326087 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
28 "WALKING_DOWNSTAIRS" -0.0883598523695652 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
28 "WALKING_UPSTAIRS" -0.129362970764706 "Time__Gyroscope___X_Mean"
28 "WALKING_UPSTAIRS" 0.0212250958019608 "Time__Gyroscope___Y_Mean"
28 "WALKING_UPSTAIRS" 0.103720987705882 "Time__Gyroscope___Z_Mean"
28 "WALKING_UPSTAIRS" -0.518818227843137 "Time__Gyroscope___X_SD"
28 "WALKING_UPSTAIRS" -0.479319521372549 "Time__Gyroscope___Y_SD"
28 "WALKING_UPSTAIRS" -0.189306812833333 "Time__Gyroscope___Z_SD"
28 "WALKING_UPSTAIRS" -0.263415282690196 "Time__Gyroscope__Magnitude__Mean"
28 "WALKING_UPSTAIRS" -0.476923344705882 "Time__Gyroscope__Magnitude__SD"
28 "WALKING_UPSTAIRS" -0.080568055454902 "Time__Gyroscope_Jerk__X_Mean"
28 "WALKING_UPSTAIRS" -0.0492552129156863 "Time__Gyroscope_Jerk__Y_Mean"
28 "WALKING_UPSTAIRS" -0.0752610437019608 "Time__Gyroscope_Jerk__Z_Mean"
28 "WALKING_UPSTAIRS" -0.494282913529412 "Time__Gyroscope_Jerk__X_SD"
28 "WALKING_UPSTAIRS" -0.690571101960784 "Time__Gyroscope_Jerk__Y_SD"
28 "WALKING_UPSTAIRS" -0.603568264117647 "Time__Gyroscope_Jerk__Z_SD"
28 "WALKING_UPSTAIRS" -0.620279797647059 "Time__Gyroscope_Jerk_Magnitude__Mean"
28 "WALKING_UPSTAIRS" -0.670132120784314 "Time__Gyroscope_Jerk_Magnitude__SD"
28 "WALKING_UPSTAIRS" 0.262005841764706 "Time_Body_Accelerometer___X_Mean"
28 "WALKING_UPSTAIRS" -0.0279443943478431 "Time_Body_Accelerometer___Y_Mean"
28 "WALKING_UPSTAIRS" -0.121514025692157 "Time_Body_Accelerometer___Z_Mean"
28 "WALKING_UPSTAIRS" -0.242062430294118 "Time_Body_Accelerometer___X_SD"
28 "WALKING_UPSTAIRS" -0.146753877035294 "Time_Body_Accelerometer___Y_SD"
28 "WALKING_UPSTAIRS" -0.28598691372549 "Time_Body_Accelerometer___Z_SD"
28 "WALKING_UPSTAIRS" -0.186240503960784 "Time_Body_Accelerometer__Magnitude__Mean"
28 "WALKING_UPSTAIRS" -0.211928666470588 "Time_Body_Accelerometer__Magnitude__SD"
28 "WALKING_UPSTAIRS" 0.0706831871117647 "Time_Body_Accelerometer_Jerk__X_Mean"
28 "WALKING_UPSTAIRS" 0.0222985408245098 "Time_Body_Accelerometer_Jerk__Y_Mean"
28 "WALKING_UPSTAIRS" 0.00749081657058823 "Time_Body_Accelerometer_Jerk__Z_Mean"
28 "WALKING_UPSTAIRS" -0.312671655921569 "Time_Body_Accelerometer_Jerk__X_SD"
28 "WALKING_UPSTAIRS" -0.331602407372549 "Time_Body_Accelerometer_Jerk__Y_SD"
28 "WALKING_UPSTAIRS" -0.637488941176471 "Time_Body_Accelerometer_Jerk__Z_SD"
28 "WALKING_UPSTAIRS" -0.388086248235294 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
28 "WALKING_UPSTAIRS" -0.325362338235294 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
28 "WALKING_UPSTAIRS" 0.854508231764706 "Time_Gravity_Accelerometer___X_Mean"
28 "WALKING_UPSTAIRS" -0.333223996666667 "Time_Gravity_Accelerometer___Y_Mean"
28 "WALKING_UPSTAIRS" -0.265207858431373 "Time_Gravity_Accelerometer___Z_Mean"
28 "WALKING_UPSTAIRS" -0.944697800196078 "Time_Gravity_Accelerometer___X_SD"
28 "WALKING_UPSTAIRS" -0.927641087843137 "Time_Gravity_Accelerometer___Y_SD"
28 "WALKING_UPSTAIRS" -0.900514013333333 "Time_Gravity_Accelerometer___Z_SD"
28 "WALKING_UPSTAIRS" -0.186240503960784 "Time_Gravity_Accelerometer__Magnitude__Mean"
28 "WALKING_UPSTAIRS" -0.211928666470588 "Time_Gravity_Accelerometer__Magnitude__SD"
28 "WALKING_UPSTAIRS" -0.403636283921569 "Freq__Gyroscope___X_Mean"
28 "WALKING_UPSTAIRS" -0.522066500784314 "Freq__Gyroscope___Y_Mean"
28 "WALKING_UPSTAIRS" -0.318210999529412 "Freq__Gyroscope___Z_Mean"
28 "WALKING_UPSTAIRS" -0.556383410588235 "Freq__Gyroscope___X_SD"
28 "WALKING_UPSTAIRS" -0.459989315686274 "Freq__Gyroscope___Y_SD"
28 "WALKING_UPSTAIRS" -0.22624337505098 "Freq__Gyroscope___Z_SD"
28 "WALKING_UPSTAIRS" -0.534835409607843 "Freq__Gyroscope__Magnitude__Mean"
28 "WALKING_UPSTAIRS" -0.528187016862745 "Freq__Gyroscope__Magnitude__SD"
28 "WALKING_UPSTAIRS" -0.662505819411765 "Freq__Gyroscope_Jerk_Magnitude__Mean"
28 "WALKING_UPSTAIRS" -0.70485275745098 "Freq__Gyroscope_Jerk_Magnitude__SD"
28 "WALKING_UPSTAIRS" -0.266101343372549 "Freq_Body_Accelerometer___X_Mean"
28 "WALKING_UPSTAIRS" -0.190589069119608 "Freq_Body_Accelerometer___Y_Mean"
28 "WALKING_UPSTAIRS" -0.401732939215686 "Freq_Body_Accelerometer___Z_Mean"
28 "WALKING_UPSTAIRS" -0.233726643921569 "Freq_Body_Accelerometer___X_SD"
28 "WALKING_UPSTAIRS" -0.178554981115686 "Freq_Body_Accelerometer___Y_SD"
28 "WALKING_UPSTAIRS" -0.281685159607843 "Freq_Body_Accelerometer___Z_SD"
28 "WALKING_UPSTAIRS" -0.213519364760784 "Freq_Body_Accelerometer__Magnitude__Mean"
28 "WALKING_UPSTAIRS" -0.334626168823529 "Freq_Body_Accelerometer__Magnitude__SD"
28 "WALKING_UPSTAIRS" -0.318866730039216 "Freq_Body_Accelerometer_Jerk__X_Mean"
28 "WALKING_UPSTAIRS" -0.358009373333333 "Freq_Body_Accelerometer_Jerk__Y_Mean"
28 "WALKING_UPSTAIRS" -0.587813565294118 "Freq_Body_Accelerometer_Jerk__Z_Mean"
28 "WALKING_UPSTAIRS" -0.37027368 "Freq_Body_Accelerometer_Jerk__X_SD"
28 "WALKING_UPSTAIRS" -0.349026567647059 "Freq_Body_Accelerometer_Jerk__Y_SD"
28 "WALKING_UPSTAIRS" -0.68790763372549 "Freq_Body_Accelerometer_Jerk__Z_SD"
28 "WALKING_UPSTAIRS" -0.294433415745098 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
28 "WALKING_UPSTAIRS" -0.374495907647059 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
29 "LAYING" -0.0258281004782609 "Time__Gyroscope___X_Mean"
29 "LAYING" -0.0761814357028986 "Time__Gyroscope___Y_Mean"
29 "LAYING" 0.127411971652174 "Time__Gyroscope___Z_Mean"
29 "LAYING" -0.994276591304348 "Time__Gyroscope___X_SD"
29 "LAYING" -0.992750957826087 "Time__Gyroscope___Y_SD"
29 "LAYING" -0.97499461942029 "Time__Gyroscope___Z_SD"
29 "LAYING" -0.971923623043478 "Time__Gyroscope__Magnitude__Mean"
29 "LAYING" -0.977040093043478 "Time__Gyroscope__Magnitude__SD"
29 "LAYING" -0.0995339880724638 "Time__Gyroscope_Jerk__X_Mean"
29 "LAYING" -0.0386768295072464 "Time__Gyroscope_Jerk__Y_Mean"
29 "LAYING" -0.0674469666086956 "Time__Gyroscope_Jerk__Z_Mean"
29 "LAYING" -0.99654254057971 "Time__Gyroscope_Jerk__X_SD"
29 "LAYING" -0.997081575652174 "Time__Gyroscope_Jerk__Y_SD"
29 "LAYING" -0.995380794637681 "Time__Gyroscope_Jerk__Z_SD"
29 "LAYING" -0.997322526811594 "Time__Gyroscope_Jerk_Magnitude__Mean"
29 "LAYING" -0.997666071594203 "Time__Gyroscope_Jerk_Magnitude__SD"
29 "LAYING" 0.287295196811594 "Time_Body_Accelerometer___X_Mean"
29 "LAYING" -0.0171965484202899 "Time_Body_Accelerometer___Y_Mean"
29 "LAYING" -0.109462068173913 "Time_Body_Accelerometer___Z_Mean"
29 "LAYING" -0.984219555507246 "Time_Body_Accelerometer___X_SD"
29 "LAYING" -0.990240946666667 "Time_Body_Accelerometer___Y_SD"
29 "LAYING" -0.987255149855072 "Time_Body_Accelerometer___Z_SD"
29 "LAYING" -0.986493196666667 "Time_Body_Accelerometer__Magnitude__Mean"
29 "LAYING" -0.98157214768116 "Time_Body_Accelerometer__Magnitude__SD"
29 "LAYING" 0.0718861195971014 "Time_Body_Accelerometer_Jerk__X_Mean"
29 "LAYING" 0.0116912059556522 "Time_Body_Accelerometer_Jerk__Y_Mean"
29 "LAYING" 0.00241542784130435 "Time_Body_Accelerometer_Jerk__Z_Mean"
29 "LAYING" -0.99200598942029 "Time_Body_Accelerometer_Jerk__X_SD"
29 "LAYING" -0.989513565652174 "Time_Body_Accelerometer_Jerk__Y_SD"
29 "LAYING" -0.993288313333333 "Time_Body_Accelerometer_Jerk__Z_SD"
29 "LAYING" -0.992725367826087 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
29 "LAYING" -0.994646916811594 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
29 "LAYING" -0.346789842753623 "Time_Gravity_Accelerometer___X_Mean"
29 "LAYING" 0.807535373478261 "Time_Gravity_Accelerometer___Y_Mean"
29 "LAYING" 0.590452224057971 "Time_Gravity_Accelerometer___Z_Mean"
29 "LAYING" -0.972939889855073 "Time_Gravity_Accelerometer___X_SD"
29 "LAYING" -0.99424764884058 "Time_Gravity_Accelerometer___Y_SD"
29 "LAYING" -0.985778178260869 "Time_Gravity_Accelerometer___Z_SD"
29 "LAYING" -0.986493196666667 "Time_Gravity_Accelerometer__Magnitude__Mean"
29 "LAYING" -0.98157214768116 "Time_Gravity_Accelerometer__Magnitude__SD"
29 "LAYING" -0.99312260884058 "Freq__Gyroscope___X_Mean"
29 "LAYING" -0.993696336521739 "Freq__Gyroscope___Y_Mean"
29 "LAYING" -0.976184322608696 "Freq__Gyroscope___Z_Mean"
29 "LAYING" -0.994652185217391 "Freq__Gyroscope___X_SD"
29 "LAYING" -0.992240785652174 "Freq__Gyroscope___Y_SD"
29 "LAYING" -0.976858964492754 "Freq__Gyroscope___Z_SD"
29 "LAYING" -0.98400134173913 "Freq__Gyroscope__Magnitude__Mean"
29 "LAYING" -0.976679046231884 "Freq__Gyroscope__Magnitude__SD"
29 "LAYING" -0.997617389275362 "Freq__Gyroscope_Jerk_Magnitude__Mean"
29 "LAYING" -0.99758523057971 "Freq__Gyroscope_Jerk_Magnitude__SD"
29 "LAYING" -0.986626999275362 "Freq_Body_Accelerometer___X_Mean"
29 "LAYING" -0.989034304057971 "Freq_Body_Accelerometer___Y_Mean"
29 "LAYING" -0.989473926666667 "Freq_Body_Accelerometer___Z_Mean"
29 "LAYING" -0.983432309130435 "Freq_Body_Accelerometer___X_SD"
29 "LAYING" -0.990680395362319 "Freq_Body_Accelerometer___Y_SD"
29 "LAYING" -0.986378776086956 "Freq_Body_Accelerometer___Z_SD"
29 "LAYING" -0.986800645362319 "Freq_Body_Accelerometer__Magnitude__Mean"
29 "LAYING" -0.981599783623188 "Freq_Body_Accelerometer__Magnitude__SD"
29 "LAYING" -0.992153982028986 "Freq_Body_Accelerometer_Jerk__X_Mean"
29 "LAYING" -0.989398823913044 "Freq_Body_Accelerometer_Jerk__Y_Mean"
29 "LAYING" -0.992018447826087 "Freq_Body_Accelerometer_Jerk__Z_Mean"
29 "LAYING" -0.99254347826087 "Freq_Body_Accelerometer_Jerk__X_SD"
29 "LAYING" -0.990468082753623 "Freq_Body_Accelerometer_Jerk__Y_SD"
29 "LAYING" -0.993107759855072 "Freq_Body_Accelerometer_Jerk__Z_SD"
29 "LAYING" -0.993998275797101 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
29 "LAYING" -0.994366667681159 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
29 "SITTING" -0.0379271112333333 "Time__Gyroscope___X_Mean"
29 "SITTING" -0.0755797672133333 "Time__Gyroscope___Y_Mean"
29 "SITTING" 0.0580495969166667 "Time__Gyroscope___Z_Mean"
29 "SITTING" -0.990178704833333 "Time__Gyroscope___X_SD"
29 "SITTING" -0.988334019666667 "Time__Gyroscope___Y_SD"
29 "SITTING" -0.971227991666667 "Time__Gyroscope___Z_SD"
29 "SITTING" -0.962377332166667 "Time__Gyroscope__Magnitude__Mean"
29 "SITTING" -0.971578024666667 "Time__Gyroscope__Magnitude__SD"
29 "SITTING" -0.0953636995833333 "Time__Gyroscope_Jerk__X_Mean"
29 "SITTING" -0.040001843485 "Time__Gyroscope_Jerk__Y_Mean"
29 "SITTING" -0.047000897695 "Time__Gyroscope_Jerk__Z_Mean"
29 "SITTING" -0.9933220295 "Time__Gyroscope_Jerk__X_SD"
29 "SITTING" -0.995319164666667 "Time__Gyroscope_Jerk__Y_SD"
29 "SITTING" -0.9928337675 "Time__Gyroscope_Jerk__Z_SD"
29 "SITTING" -0.995392308166667 "Time__Gyroscope_Jerk_Magnitude__Mean"
29 "SITTING" -0.994905344 "Time__Gyroscope_Jerk_Magnitude__SD"
29 "SITTING" 0.2771799775 "Time_Body_Accelerometer___X_Mean"
29 "SITTING" -0.016630680375 "Time_Body_Accelerometer___Y_Mean"
29 "SITTING" -0.1104118192 "Time_Body_Accelerometer___Z_Mean"
29 "SITTING" -0.9907450195 "Time_Body_Accelerometer___X_SD"
29 "SITTING" -0.963222497833333 "Time_Body_Accelerometer___Y_SD"
29 "SITTING" -0.968063878166667 "Time_Body_Accelerometer___Z_SD"
29 "SITTING" -0.978017021833333 "Time_Body_Accelerometer__Magnitude__Mean"
29 "SITTING" -0.9692903165 "Time_Body_Accelerometer__Magnitude__SD"
29 "SITTING" 0.0745438102516667 "Time_Body_Accelerometer_Jerk__X_Mean"
29 "SITTING" 0.00598531404666667 "Time_Body_Accelerometer_Jerk__Y_Mean"
29 "SITTING" 0.003167700952 "Time_Body_Accelerometer_Jerk__Z_Mean"
29 "SITTING" -0.993525560333333 "Time_Body_Accelerometer_Jerk__X_SD"
29 "SITTING" -0.9840551 "Time_Body_Accelerometer_Jerk__Y_SD"
29 "SITTING" -0.990168733 "Time_Body_Accelerometer_Jerk__Z_SD"
29 "SITTING" -0.990719807666667 "Time_Body_Accelerometer_Jerk_Magnitude__Mean"
29 "SITTING" -0.990531729333333 "Time_Body_Accelerometer_Jerk_Magnitude__SD"
29 "SITTING" 0.891563755166667 "Time_Gravity_Accelerometer___X_Mean"
29 "SITTING" 0.1556594569 "Time_Gravity_Accelerometer___Y_Mean"
29 "SITTING" 0.286256063666667 "Time_Gravity_Accelerometer___Z_Mean"
29 "SITTING" -0.984679151833333 "Time_Gravity_Accelerometer___X_SD"
29 "SITTING" -0.973604289833333 "Time_Gravity_Accelerometer___Y_SD"
29 "SITTING" -0.966032045333333 "Time_Gravity_Accelerometer___Z_SD"
29 "SITTING" -0.978017021833333 "Time_Gravity_Accelerometer__Magnitude__Mean"
29 "SITTING" -0.9692903165 "Time_Gravity_Accelerometer__Magnitude__SD"
29 "SITTING" -0.988393569 "Freq__Gyroscope___X_Mean"
29 "SITTING" -0.990329245333333 "Freq__Gyroscope___Y_Mean"
29 "SITTING" -0.9739335945 "Freq__Gyroscope___Z_Mean"
29 "SITTING" -0.990727755166667 "Freq__Gyroscope___X_SD"
29 "SITTING" -0.987259808666667 "Freq__Gyroscope___Y_SD"
29 "SITTING" -0.972912517166667 "Freq__Gyroscope___Z_SD"
29 "SITTING" -0.980269425833333 "Freq__Gyroscope__Magnitude__Mean"
29 "SITTING" -0.971011373 "Freq__Gyroscope__Magnitude__SD"
29 "SITTING" -0.995063049 "Freq__Gyroscope_Jerk_Magnitude__Mean"
29 "SITTING" -0.994742028 "Freq__Gyroscope_Jerk_Magnitude__SD"
29 "SITTING" -0.991093963666667 "Freq_Body_Accelerometer___X_Mean"
29 "SITTING" -0.969609501666667 "Freq_Body_Accelerometer___Y_Mean"
29 "SITTING" -0.975623030833333 "Freq_Body_Accelerometer___Z_Mean"
29 "SITTING" -0.990617521 "Freq_Body_Accelerometer___X_SD"
29 "SITTING" -0.961693949333333 "Freq_Body_Accelerometer___Y_SD"
29 "SITTING" -0.965800974333333 "Freq_Body_Accelerometer___Z_SD"
29 "SITTING" -0.973346531833333 "Freq_Body_Accelerometer__Magnitude__Mean"
29 "SITTING" -0.971218019833333 "Freq_Body_Accelerometer__Magnitude__SD"
29 "SITTING" -0.993445760166667 "Freq_Body_Accelerometer_Jerk__X_Mean"
29 "SITTING" -0.983883193 "Freq_Body_Accelerometer_Jerk__Y_Mean"
29 "SITTING" -0.988470241 "Freq_Body_Accelerometer_Jerk__Z_Mean"
29 "SITTING" -0.9942201755 "Freq_Body_Accelerometer_Jerk__X_SD"
29 "SITTING" -0.985493318833333 "Freq_Body_Accelerometer_Jerk__Y_SD"
29 "SITTING" -0.990445861666667 "Freq_Body_Accelerometer_Jerk__Z_SD"
29 "SITTING" -0.990093703833333 "Freq_Body_Accelerometer_Jerk_Magnitude__Mean"
29 "SITTING" -0.989822909333333 "Freq_Body_Accelerometer_Jerk_Magnitude__SD"
29 "STANDING" -0.0276075573307692 "Time__Gyroscope___X_Mean"
29 "STANDING" -0.0721060679123077 "Time__Gyroscope___Y_Mean"
29 "STANDING" 0.0827583768461538 "Time__Gyroscope___Z_Mean"
29 "STANDING" -0.977994819846154 "Time__Gyroscope___X_SD"
29 "STANDING" -0.990364876307692 "Time__Gyroscope___Y_SD"
29 "STANDING" -0.983368643230769 "Time__Gyroscope___Z_SD"
29 "STANDING" -0.980657340461538 "Time__Gyroscope__Magnitude__Mean"
29 "STANDING" -0.975358665384615 "Time__Gyroscope__Magnitude__SD"
29 "STANDING" -0.0988701505538462 "Time__Gyroscope_Jerk__X_Mean"
29 "STANDING" -0.0405110578461538 "Time__Gyroscope_Jerk__Y_Mean"
29 "STANDING" -0.0544926306307692 "Time__Gyroscope_Jerk__Z_Mean"
29 "STANDING" -0.983293061692308 "Time__Gyroscope_Jerk__X_SD"
